longitude,latitude,timestamp,osm_way_id
-81.3415985,28.6613406,2022-01-31 02:37:36,0
-81.33281611428572,28.624938698214287,2022-02-03 23:07:26,100038657
-81.4199871,28.5086752,2022-02-19 22:25:03,1001068912
-81.388598,28.6074815,2022-02-16 15:21:48,1001076035
-81.38826069999999,28.6071035,2022-02-18 17:00:36,1001076035
-81.39720491428572,28.631966785714283,2022-02-08 22:46:31,1001106150
-81.4582705,28.5451852,2022-01-30 21:27:53,1001107979
-81.4580569,28.5461826,2022-02-20 23:45:23,1001107980
-81.45783109999999,28.5468338,2022-02-20 23:45:27,1001107981
-81.4577162,28.547163,2022-02-20 23:45:29,1001107982
-81.4574805,28.547802,2022-02-20 23:45:33,1001107983
-81.39745158,28.631869379999998,2022-01-31 21:48:38,1002177514
-84.4556448,33.9793843,2022-02-21 18:59:44,1002445851
-84.4563656,33.9793954,2022-02-21 18:59:48,1002445852
-81.3615428546875,28.627505178125,2022-02-03 23:16:50,1002705285
-81.36701986470588,28.63572215882353,2022-02-03 14:41:40,100299501
-81.39707290571428,28.631917674285713,2022-02-08 22:46:32,1003248878
-81.37123875797101,28.63474817536232,2022-02-11 23:00:25,1003393961
-81.36389145000001,28.580055627777778,2022-01-31 01:32:04,10034603
-81.36308403065694,28.627470859854014,2022-02-11 23:33:04,1003482838
-81.38093600144927,28.630598930434783,2022-02-02 21:33:14,1003561570
-81.33995473611111,28.665893841666666,2022-01-31 02:37:00,1003859568
-81.39785401052632,28.632103710526316,2022-02-02 14:41:15,1004385065
-81.35518404722222,28.62732387111111,2022-02-11 14:54:45,100457308
-104.95501883333333,39.780352,2022-02-21 04:28:00,1004636880
-81.3973343,28.631815266666667,2022-01-31 21:48:39,1004677364
-81.36912654093264,28.630864517098445,2022-02-10 14:44:21,100492555
-81.36066505973155,28.627490810067115,2022-02-04 14:35:43,1005264711
-81.39694089714285,28.631868562857143,2022-02-08 22:46:33,1005391607
-81.38358607777778,28.631166548148148,2022-02-02 14:39:56,1005442879
-81.36566234878049,28.6314849,2022-02-07 22:16:34,100572858
-81.36167142734375,28.6275146390625,2022-02-03 23:16:51,1006310506
106.7331092,10.7870594,2022-02-22 05:29:35,1006660849
106.7344083,10.7877127,2022-02-22 05:29:55,1006660849
-81.39721702,28.631761153333333,2022-01-31 21:48:40,1007177214
-81.35730405526316,28.638998110526316,2022-02-05 19:44:50,100721262
-81.39680888857143,28.63181945142857,2022-02-08 22:46:34,1007534335
-81.38102856328503,28.630606595652175,2022-02-02 21:33:13,1007822145
-81.328001,28.5996469,2022-02-16 20:30:25,1008887691
-81.36508255555556,28.633774096031743,2022-02-03 22:59:10,100900127
-81.37111195072464,28.634812615942028,2022-02-11 23:00:26,1009261493
-81.39709974,28.63170704,2022-01-31 21:48:41,1009677064
-81.3634467,28.627583,2022-01-31 00:52:58,1009915727
-81.3635638,28.6276052,2022-02-17 14:35:08,1009915727
-81.363157,28.6274411,2022-01-31 19:54:27,1009915728
-81.36241,28.6274503,2022-01-31 22:05:02,1009915728
-81.3632271,28.6274458,2022-02-03 23:03:41,1009915728
-81.3629004,28.6274378,2022-02-04 23:07:21,1009915728
-81.3627663,28.6274681,2022-02-06 22:59:22,1009915728
-81.3631792,28.6274734,2022-02-07 22:19:39,1009915728
-81.3625918,28.627434,2022-02-08 22:53:02,1009915728
-81.3630117,28.6274446,2022-02-11 23:33:06,1009915728
-81.3632824,28.6274288,2022-02-15 01:51:07,1009915728
-81.362473,28.6274313,2022-02-17 23:55:02,1009915728
-81.3628548,28.6274671,2022-02-18 23:11:21,1009915728
-81.3632951,28.6274285,2022-02-21 03:37:10,1009915728
-81.3635426,28.6273903,2022-02-05 20:16:34,1009915729
-81.3636243,28.6266083,2022-02-13 19:01:24,1009915729
-81.3635572,28.6273535,2022-02-15 00:01:43,1009915729
-81.3635692,28.6268386,2022-02-18 16:28:43,1009915729
-81.3635676,28.6261893,2022-02-18 16:29:03,1009915729
-81.36355069999999,28.626173,2022-02-18 16:29:23,1009915729
-81.3636105,28.6262895,2022-02-19 20:29:08,1009915729
-81.36357629999999,28.6264516,2022-02-20 00:13:47,1009915729
-81.3635793,28.6263518,2022-02-20 00:14:07,1009915729
-81.3636417,28.6268117,2022-02-20 19:28:42,1009915729
-81.3635033,28.6275639,2022-01-31 22:04:52,1009915730
-81.4576299,28.5522123,2022-01-29 23:33:01,1010136895
-81.4188854,28.6618505,2022-01-31 21:05:13,1010158876
-81.4188987,28.6625028,2022-01-31 21:05:19,1010158877
-81.418912,28.6629204,2022-01-31 21:05:22,1010158878
-81.4189188,28.6632029,2022-01-31 21:05:24,1010158879
-81.4189266,28.6636115,2022-01-31 21:05:27,1010158880
-81.4189174,28.6638827,2022-01-31 21:05:29,1010158881
-81.36094353369565,28.627071539130434,2022-02-01 21:53:08,101031360
-81.36561828148147,28.635692996296296,2022-02-03 14:41:11,101066376
-81.36916375906736,28.630898782901557,2022-02-10 14:44:22,101079761
-81.3638653,28.579992825925924,2022-01-31 01:32:05,10111470
-81.36567158461538,28.631738776923076,2022-01-31 22:00:22,101181399
-81.39654487142857,28.631721228571426,2022-02-08 22:46:36,1011819792
-81.38112112512077,28.630614260869567,2022-02-02 21:33:12,1012082720
-81.36078623087248,28.62750284228188,2022-02-04 14:35:44,1012109108
-81.39698246,28.631652926666664,2022-01-31 21:48:42,1012176914
-81.38349953333334,28.631154344444443,2022-02-02 14:39:55,1012180630
-81.3859609,28.5224843,2022-02-19 23:13:47,1012378814
-81.3759769,28.5747718,2022-02-13 19:10:44,1012382563
-81.3826254,28.5538079,2022-02-15 00:18:53,1012383774
-104.9342347,39.7803138,2022-02-21 04:48:23,1012673551
-81.33594634545454,28.62482776363636,2022-02-05 16:50:41,1012841738
-81.36559268196721,28.633702583606556,2022-02-08 22:50:58,101303925
-81.3782119,28.5894447,2022-02-13 19:09:38,1013614015
-81.3819876,28.5382383,2022-02-19 23:15:26,1013614016
-81.39641286285715,28.631672117142855,2022-02-08 22:46:37,1013962521
-81.32939969062501,28.62513994375,2022-02-03 23:12:40,101400009
-104.95468831666666,39.780352199999996,2022-02-21 04:28:01,1014008372
-81.36159660526316,28.62758437368421,2022-02-01 14:51:17,1014363506
-81.39781770526315,28.63204440526316,2022-02-02 14:41:14,1014481518
-81.39686518,28.631598813333333,2022-01-31 21:48:43,1014676764
-81.37098514347826,28.634877056521738,2022-02-11 23:00:27,1015129025
-81.39628085428572,28.631623005714285,2022-02-08 22:46:38,1016105249
-81.4157444,28.6094349,2022-02-15 01:42:21,1016153547
-81.4155158,28.6096655,2022-02-21 01:18:42,1016153547
-81.415515,28.6096758,2022-02-21 01:19:02,1016153547
-81.415286,28.6099493,2022-02-21 01:19:22,1016153547
-81.4184214,28.606044,2022-02-15 01:41:58,1016153548
-81.41840549999999,28.6058411,2022-02-15 01:41:57,1016153549
-81.38121368695651,28.630621926086956,2022-02-02 21:33:11,1016343295
-81.36920097720207,28.630933048704666,2022-02-10 14:44:23,101666966
-81.39674790000001,28.6315447,2022-01-31 21:48:44,1017176614
-81.353645352,28.55314671,2022-02-15 23:52:37,101770732
-81.34467046912752,28.62590255771812,2022-02-04 14:33:31,101804255
-81.36566947065869,28.632638486826345,2022-01-31 01:23:25,101807389
-121.770056,38.5463263,2022-02-21 21:05:39,1018198045
-81.39614884571428,28.63157389428571,2022-02-08 22:46:39,1018247978
-104.9373395,39.7803562,2022-02-21 04:48:33,1018425253
-81.3393411752,28.6585352064,2022-01-31 02:38:09,101878176
-81.36383915,28.579930024074073,2022-01-31 01:32:06,10188337
-81.38341298888889,28.631142140740742,2022-02-02 14:39:54,1018918381
-81.36090740201342,28.627514874496647,2022-02-04 14:35:45,1018953506
-81.38232452,28.630997253333334,2022-02-10 14:46:57,1019182318
-81.33398601428571,28.624968728571428,2022-02-01 22:38:14,1019524769
-81.39663062,28.631490586666665,2022-01-31 21:48:45,1019676463
-81.36566106341463,28.6313927,2022-02-07 22:16:35,101989722
-81.2840613,28.6228454,2022-02-07 00:01:04,1020257047
-81.2874569,28.6239089,2022-02-07 00:01:24,1020257047
-81.2910336,28.6237731,2022-02-07 00:01:44,1020257047
-81.2841183,28.6226811,2022-02-06 23:58:00,1020257048
-81.2827136,28.6196498,2022-02-06 23:58:20,1020257048
-84.4117495,33.9649633,2022-02-21 17:12:25,1020288961
-84.41174439999999,33.9647875,2022-02-21 17:12:26,1020288962
-84.4117521,33.9611293,2022-02-21 17:12:46,1020288962
-84.4118554,33.9573374,2022-02-21 17:13:06,1020288962
-84.4115565,33.9650511,2022-02-21 18:47:19,1020288963
-84.4115532,33.9652093,2022-02-21 18:47:20,1020288964
-81.39601683714285,28.63152478285714,2022-02-08 22:46:40,1020390706
-81.31077359999999,28.5574615,2022-02-16 02:08:45,1020507359
-81.310773,28.558738,2022-02-16 02:08:55,1020507360
-81.3107787,28.5592224,2022-02-16 02:08:59,1020507361
-81.31079919999999,28.5607863,2022-02-16 02:09:15,1020507362
-81.31079919999999,28.5612462,2022-02-16 02:09:35,1020507362
-81.3107969,28.5612484,2022-02-16 02:09:55,1020507362
-81.38130624879227,28.63062959130435,2022-02-02 21:33:10,1020603869
-81.3391339,28.6686147,2022-01-31 02:36:44,1020762232
-81.3391829,28.6684526,2022-01-31 02:36:45,1020762233
-81.3397726,28.6665255,2022-02-16 22:27:45,1020762233
-81.37085833623189,28.634941497101448,2022-02-11 23:00:28,1020996557
-104.8406955,39.7733913,2022-02-21 04:34:08,1021047331
-81.36506696666666,28.633720466666666,2022-02-03 22:59:11,102196533
-81.39651334,28.631436473333334,2022-01-31 21:48:46,1022176313
-81.39588482857143,28.63147567142857,2022-02-08 22:46:41,1022533435
-81.36923819533679,28.630967314507775,2022-02-10 14:44:24,102254172
-81.43264549999999,28.4930417,2022-02-20 20:16:30,1023298491
-104.9543578,39.7803524,2022-02-21 04:28:02,1023379864
-81.3858643,28.6057557,2022-02-18 16:10:49,1024359697
-81.3862367,28.6059132,2022-02-16 15:22:36,1024359698
-81.34562245454545,28.655464954545455,2022-02-05 19:58:11,102444611
-81.36310255217391,28.626131784782608,2022-02-06 22:58:58,102448560
-81.3430351,28.65829,2022-02-05 19:58:34,1024576987
-81.3428232,28.6584982,2022-02-05 19:58:36,1024576988
-81.3417206,28.6599845,2022-02-05 19:59:16,1024576989
-81.341734,28.6600773,2022-02-16 22:24:35,1024576989
-81.3417379,28.6600738,2022-02-16 22:24:55,1024576989
-81.3417310108108,28.660071624324324,2022-02-16 22:25:15,1024576989
-81.3417242,28.6600693,2022-02-16 22:25:35,1024576989
-81.3972376,28.6317038,2022-01-31 21:32:15,1024577971
-81.3974839,28.6318257,2022-01-31 21:32:17,1024577972
-81.3978231,28.6320208,2022-02-04 14:44:35,1024577972
-81.39748639999999,28.6318128,2022-02-16 14:48:22,1024577972
-81.39639606,28.63138236,2022-01-31 21:48:47,1024676163
-81.38247919999999,28.5401821,2022-02-13 19:14:54,1024754074
-81.3639905,28.580167327272726,2022-01-31 01:38:33,102477667
-81.38139881062801,28.63063725652174,2022-02-02 21:33:09,1024864444
-81.36098465434782,28.627053369565218,2022-02-01 21:53:07,102540023
-121.7333739,38.5486766,2022-02-21 05:25:06,1025629973
-81.38332644444445,28.631129937037038,2022-02-02 14:39:53,1025656132
-81.36102857315436,28.62752690671141,2022-02-04 14:35:46,1025797903
-81.34122669999999,28.6621041,2022-02-16 22:29:10,1026345334
-81.341509,28.6614408,2022-02-16 22:29:18,1026345335
-81.34157789999999,28.661283,2022-02-16 22:29:38,1026345335
-81.34157527594937,28.66128644556962,2022-02-16 22:29:58,1026345335
-81.3415786556962,28.661285673417723,2022-02-16 22:30:18,1026345335
-81.34158203544304,28.661284901265823,2022-02-16 22:30:38,1026345335
-81.34158541518987,28.661284129113923,2022-02-16 22:30:58,1026345335
-81.34158879493671,28.661283356962027,2022-02-16 22:31:18,1026345335
-81.34159217468354,28.661282584810127,2022-02-16 22:31:38,1026345335
-81.34159555443037,28.661281812658228,2022-02-16 22:31:58,1026345335
-81.34159893417721,28.661281040506328,2022-02-16 22:32:18,1026345335
-81.34168199999999,28.6610202,2022-02-16 22:32:38,1026345335
-81.3868565,28.6059844,2022-02-13 19:08:09,1026404226
-81.3869751,28.6058086,2022-02-19 20:34:36,1026404226
-81.36381300000001,28.579867222222223,2022-01-31 01:32:07,10265205
-81.3806333,28.5596388,2022-02-13 19:13:05,1026708564
-81.3809208,28.5592277,2022-02-19 20:44:46,1026708564
-81.36716039117647,28.63570376470588,2022-02-03 14:41:41,102680834
-81.39562081142857,28.631377448571428,2022-02-08 22:46:43,1026818892
-81.37073152898552,28.635005937681157,2022-02-11 23:00:29,1026864089
-81.39627878,28.631328246666666,2022-01-31 21:48:48,1027176013
-81.3692754134715,28.631001580310883,2022-02-10 14:44:25,102841377
-81.35742518947369,28.63884167894737,2022-02-05 19:44:49,102866542
-81.39548880285714,28.631328337142854,2022-02-08 22:46:44,1028961620
-81.38149137246377,28.63064492173913,2022-02-02 21:33:08,1029125019
-81.37657279999999,28.5642281,2022-02-19 23:17:44,1029517393
-81.3961615,28.63127413333333,2022-01-31 21:48:49,1029675863
-81.39535679428572,28.631279225714284,2022-02-08 22:46:45,1031104349
-81.3713534,28.605904,2022-02-11 23:20:37,1031621647
-81.36981109999999,28.6059142,2022-02-18 16:12:02,1031621647
-81.3713455,28.6060505,2022-02-10 18:15:50,1031621650
-81.3714529,28.6059953,2022-02-15 00:06:07,1031621650
-81.3719764,28.6060098,2022-02-19 20:33:17,1031621650
-81.3656681,28.6265905,2022-02-01 21:51:26,1031624576
-81.3656625,28.6264619,2022-02-01 21:51:27,1031624577
-81.3191446,28.7212991,2022-01-31 02:29:43,1031626182
-81.3189043,28.7215446,2022-01-31 02:29:41,1031626183
-81.4561516,28.4756339,2022-02-13 19:25:02,1031952215
-81.455883,28.4754825,2022-02-13 19:25:12,1031952215
-81.39604422,28.63122002,2022-01-31 21:48:50,1032175713
-81.3832399,28.631117733333333,2022-02-02 14:39:52,1032393884
-81.3611497442953,28.627538938926175,2022-02-04 14:35:47,1032642301
-81.37060472173913,28.63507037826087,2022-02-11 23:00:30,1032731621
-104.95402728333333,39.7803526,2022-02-21 04:28:03,1032751356
-81.35524363333333,28.627325286666665,2022-02-11 14:54:46,103285296
-81.34537863448276,28.62724168275862,2022-02-01 22:44:44,1033013506
-81.39522478571428,28.631230114285714,2022-02-08 22:46:46,1033247077
-81.38158393429951,28.630652586956522,2022-02-02 21:33:07,1033385594
-81.36565977804878,28.631300500000002,2022-02-07 22:16:36,103406586
-81.4592115,28.5304673,2022-01-30 21:25:37,1034129734
-81.45923619999999,28.5303737,2022-02-20 23:43:03,1034129735
-81.3800535,28.5919638,2022-02-19 23:19:46,1034177808
-81.36378685000001,28.57980442037037,2022-01-31 01:32:08,10342072
-81.36931263160622,28.631035846113992,2022-02-10 14:44:26,103428583
-81.3818836,28.5400252,2022-02-19 23:15:37,1034373889
-81.3832151,28.5935003,2022-02-16 20:17:29,1034390056
-81.383534,28.5937708,2022-02-16 20:16:21,1034390057
-81.3833805,28.5936418,2022-02-16 20:16:41,1034390057
-81.383376048,28.593638935999998,2022-02-16 20:17:01,1034390057
-81.383376368,28.593639176,2022-02-16 20:17:21,1034390057
-81.39592694,28.631165906666666,2022-01-31 21:48:51,1034675563
-81.36574273333333,28.636336866666667,2022-02-04 14:41:26,103474612
-81.36505137777777,28.633666837301586,2022-02-03 22:59:12,103492938
-81.34095209210527,28.624041531578946,2022-02-08 22:55:42,103521023
-81.39509277714285,28.63118100285714,2022-02-08 22:46:47,1035389806
-84.4529957,33.979321299999995,2022-02-21 18:59:29,1036659709
-84.4526717,33.979312199999995,2022-02-21 18:59:27,1036659710
-84.444677,33.9791063,2022-02-21 18:58:47,1036660528
-84.44885099999999,33.979244699999995,2022-02-21 18:59:08,1036660530
-84.44842919999999,33.9792383,2022-02-21 18:59:06,1036660531
-84.4492783,33.9792505,2022-02-21 18:59:10,1036660533
-84.4480119,33.9792276,2022-02-21 18:59:04,1036661904
-84.44760269999999,33.9792176,2022-02-21 18:59:02,1036661905
-84.44719959999999,33.9792047,2022-02-21 18:59:00,1036661906
-84.4473998,33.9792138,2022-02-21 18:59:01,1036661907
-84.4437856,33.978981999999995,2022-02-21 18:58:42,1036661908
-84.4432654,33.978872,2022-02-21 18:58:39,1036661909
-84.4427283,33.9787289,2022-02-21 18:58:36,1036661910
-84.4329544,33.9802069,2022-02-21 18:57:37,1036671081
-81.3848371,28.6309677,2022-01-31 01:21:25,1036987385
-81.3841815,28.6308495,2022-02-01 21:32:17,1036987385
-81.3835255,28.6308425,2022-02-07 22:11:26,1036987385
-81.3847952,28.630915,2022-02-11 22:58:54,1036987385
-81.38448819999999,28.6308748,2022-02-17 23:47:42,1036987385
-81.3839431,28.6308138,2022-02-21 03:32:56,1036987385
-121.7677725,38.5608152,2022-02-21 05:06:43,1037129365
-81.39580966,28.631111793333332,2022-01-31 21:48:52,1037175413
-81.39496076857142,28.63113189142857,2022-02-08 22:46:48,1037532534
-81.38167649613527,28.630660252173914,2022-02-02 21:33:06,1037646169
-81.37047791449275,28.63513481884058,2022-02-11 23:00:31,1038599153
-104.9522462,39.7803606,2022-02-21 04:28:09,1038603231
-81.3966099,28.5529978,2022-02-06 19:22:51,1038706281
-81.396813,28.5529965,2022-02-06 19:22:54,1038706282
-81.3969082,28.5530286,2022-02-15 00:21:31,1038706282
-81.3970808,28.5529967,2022-02-19 20:48:39,1038706282
-81.39722809999999,28.5529943,2022-02-19 20:48:59,1038706282
-81.39728819999999,28.5529931,2022-02-19 20:49:19,1038706282
