longitude,latitude,timestamp,name_id
119.6776716,31.27908,2020-07-18 09:07:17,0086627503122318
119.652005,31.296475,2020-07-18 13:42:54,0086627503122318
119.62992,31.3353866,2020-07-18 13:50:15,0086627503122318
119.637835,31.3662516,2020-07-18 13:57:36,0086627503122318
119.6298216,31.3378666,2020-07-18 14:04:58,0086627503122318
119.6500283,31.2973216,2020-07-18 14:12:19,0086627503122318
119.67622,31.2806083,2020-07-18 16:52:09,0086627503122318
119.6439383,31.2788083,2020-07-18 16:59:31,0086627503122318
119.6502916,31.2932033,2020-07-18 17:26:59,0086627503122318
119.64123,31.325495,2020-07-18 17:34:21,0086627503122318
119.6442933,31.2789133,2020-07-18 17:41:42,0086627503122318
119.9558883,31.5053383,2020-07-18 10:49:00,0086627503122421
119.9675533,31.5082633,2020-07-18 11:56:46,0086627503122421
119.9557466,31.5053533,2020-07-18 17:10:36,0086627503122421
119.961115,31.5193466,2020-07-18 19:37:53,0086627503122421
119.98058,31.5190383,2020-07-18 19:45:16,0086627503122421
119.9616183,31.5203866,2020-07-18 21:35:15,0086627503122421
119.97147,31.5121166,2020-07-18 21:48:41,0086627503122421
119.8528166,31.3715366,2020-07-18 09:57:53,0086627503122543
119.8281133,31.3502616,2020-07-18 10:05:15,0086627503122543
119.7992016,31.3530833,2020-07-18 10:12:33,0086627503122543
119.7984666,31.35323,2020-07-18 10:19:50,0086627503122543
119.7984666,31.35323,2020-07-18 10:27:09,0086627503122543
119.7725499,31.3550966,2020-07-18 10:34:28,0086627503122543
119.7259816,31.3631916,2020-07-18 10:41:49,0086627503122543
119.6742833,31.3413116,2020-07-18 10:49:07,0086627503122543
119.6740116,31.3414283,2020-07-18 10:56:26,0086627503122543
119.64318,31.2896766,2020-07-18 11:03:51,0086627503122543
119.6496383,31.3056466,2020-07-18 18:12:48,0086627503122543
119.700355,31.3521666,2020-07-18 18:20:07,0086627503122543
119.7659683,31.3557383,2020-07-18 18:27:25,0086627503122543
119.8023433,31.3524883,2020-07-18 18:34:45,0086627503122543
119.8112266,31.34654,2020-07-18 18:42:02,0086627503122543
119.8118933,31.3578299,2020-07-18 20:00:08,0086627503122543
119.8118683,31.3576533,2020-07-18 20:07:30,0086627503122543
119.8118366,31.3578,2020-07-18 20:14:54,0086627503122543
119.8118566,31.3577433,2020-07-18 20:22:19,0086627503122543
119.81178,31.3577166,2020-07-18 20:29:42,0086627503122543
